KODAS;PAVADINIMAS;GALIOJA;SUMINE;SUKURIMO_DATA;MODIFIKAVIMO_DATA
1010570;"Viršuliškių seniūnija (Parama)";Y;N;14-MAR-08;14-MAR-08
1010571;"Verkių seniūnija (Parama)";Y;N;14-MAR-08;14-MAR-08
1010572;"Žvėryno seniūnija (Parama)";Y;N;14-MAR-08;14-MAR-08
1010573;"Užsienio ryšių skyrius (parama)";Y;N;05-DEC-11;05-DEC-11
1010574;"Civilinės metrikacijos skyrius (Parama)";Y;N;02-SEP-20;02-SEP-20
1010581;"Kitos seniūnijų lėšos";Y;N;14-MAR-08;26-MAR-09
1010591;"Už butus grąžinamas paskola";Y;N;14-MAR-08;27-DEC-19
1010592;"Kitos išlaidos (konkurso lėšos, deponentai)";Y;N;14-MAR-08;14-MAR-08
1010593;"Komandiruočių išlaidų kompensavimas iš projektų lėšų";Y;N;05-DEC-19;27-JAN-20
1010594;"Komandiruočių užsienyje išlaidų kompensavimas";Y;N;11-DEC-19;11-DEC-19
1010600;"ES projektas/ 0037";Y;N;17-JUN-08;17-JUN-08
1010601;"Elektroninio bilieto viešajame transporte ir keleivių informavimo sistemos sukūrimas";Y;N;14-MAR-08;24-SEP-09
1010602;"Elektroninių priemonių skirtų gyventojams dalyvauti sprendimų priėmime sukūrimas ir įdiegimas (E. demokratija)";Y;N;18-FEB-10;18-FEB-10
1010603;"Vilniaus miesto savivaldybės dirbančiųjų kvalifikacijos tobulinimas";Y;N;23-NOV-10;23-NOV-10
1010604;"Vilniaus miesto savivaldybės administracijos darbuotojų gebėjimų tobulinimas diegiant ir plėtojant informacinių technologijų panaudojimą viešajame sektoriuje";Y;N;18-JAN-11;18-JAN-11
1010605;"Vilniaus miesto savivaldybės administracijos tipinių veiklos procesų ir procedūrų visapusiškas tyrimas ir optimizavimas";Y;N;18-JAN-11;18-JAN-11
1010606;"Kompleksinis paslaugų teikimo „vieno langelio“ principu  tobulinimas";Y;N;18-JAN-11;18-JAN-11
1010607;"Dalyvauti ES  lėšomis finansuojamame projekte „BaltMet Promo“";Y;N;12-JUL-11;12-JUL-11
1010608;"Mindaugo vidurinės mokyklos užterštos teritorijos sutvarkymas";Y;N;12-JUL-11;12-JUL-11
1010609;"Vilniaus miesto savivaldybės darbuotojų kvalifikacijos tobulinimas";Y;N;28-JUL-11;28-JUL-11
1010610;"Elektroninių priemonių skirtų gyventojams dalyvauti sprendimų priėmime sukūrimas ir įdiegimas (E. demokratija)";Y;N;18-FEB-10;18-FEB-10
1010611;"Vilniaus miesto savivaldybės darbuotojų administracinių gebėjimų stiprinimas (ES)";Y;N;05-JUN-13;05-JUN-13
1010612;"Projekto „Jaunimas mieste-Jaunimas miestui“  įgyvendinimas (ES lėšos)";Y;N;31-JAN-14;31-JAN-14
1010613;"Tarptautinio projekto „CityLogo“ pagal URBACT II programą įgyvendinimas (ES lėšos)";Y;N;24-MAR-14;24-MAR-14
1010614;"Projekto „Gerosios patirties mainai miestų tarptautinio bendradarbiavimo srityje“ įgyvendinimas";Y;N;29-JUN-17;29-JUN-17
1010615;"Projekto „Pasidalinimas gerąja praktika miesto plėtros, strateginio planavimo, biudžeto planavimo ir kontrolės, savivaldybės įmonių valdymo ir saugaus miesto klausimais“ įgyvendinimas";Y;N;29-JUN-17;29-JUN-17
1010616;"Projekto „Pasidalinimas gerąja praktika miesto plėtros ir investicijų į miestą pritraukimo klausimais“ įgyvendinimas";Y;N;27-JUN-18;27-JUN-18
1010617;"Projekto „Gerosios patirties mainai miesto turto valdymo ir verslo skatinimo srityse“ įgyvendinimas";Y;N;27-JUN-18;27-JUN-18
1010618;"Visuomenės pasipriešinimas naudojant kovos su terorizmu technologiją";Y;N;28-DEC-18;28-DEC-18
1010619;"Pradinių ir vidurinių mokyklų ir moksleivių e. mokymasis reagavimo į ekstremaliąsias situacijas srityje";Y;N;28-DEC-18;28-DEC-18
1010620;"Projekto „Patirties keitimasis organizacijose tarptautinio bendradarbiavimo srityje“ įgyvendinimas";Y;N;28-MAY-19;28-MAY-19
1010621;"Projekto „Šiaurės ir Baltijos šalių viešojo administravimo mobilumo ir tinklų programa tarp Vilniaus ir Joensuu, Kristiansando, Kristianstado ir Geteborgo“ įgyvendinimas";Y;N;26-JUN-19;26-JUN-19
1010622;"Projekto „Nekilnojamojo turto valdymo ypatumai: nekilnojamojo turto nuoma, skolinimas, patikėjimas, pastatų naudojimas ir viešosios infrastruktūros priežiūra“ įgyvendinimas";Y;N;27-JUL-20;27-JUL-20
1010623;"Šiaurės ir Baltijos šalių viešojo administravimo mobilumo programos projekto „Teisinio reguliavimo bei architektūrinių projektų vertinimo ankstyvojoje stadijoje gerosios patirties mainai“ įgyvendinimas";Y;N;28-DEC-21;07-JUL-22
1100001;"Teismo, antstolių, notarų paslaugoms ir skelbimams spaudoje apmokėti (sena)";Y;N;30-NOV-11;29-JAN-20
1100002;"Vilniaus miesto 2010-2020 metų strateginio plano parengimas";Y;N;30-NOV-11;30-NOV-11
1100003;"Finansų valdymo ir apskaitos sistemos diegimo plėtra ir analizės paslaugos - II etapas";Y;N;30-NOV-11;30-NOV-11
1100004;"Jurgio Mačiūno meno kolekcijai iš dalies apmokėti";Y;N;30-NOV-11;30-NOV-11
1100005;"Skolų grąžinimas pagal mokėjimų atidėjimo sutartis";Y;N;07-OCT-13;27-DEC-19
1100006;"Skolų sutarčių palūkanoms ir kitiems mokesčiams mokėti";Y;N;03-FEB-15;27-DEC-19
1100007;"Viešųjų pirkimų, teismo, notarų ir programinės įrangos priežiūros išlaidoms Mokesčių poskyrio funkcijoms vykdyti";Y;N;09-FEB-15;27-DEC-19
1100008;"Finansų ir strateginio planavimo departamento funkcijoms vykdyti (iš SB lėšų likučių)";Y;N;09-FEB-17;09-FEB-17
1100009;"Finansų ir strateginio planavimo departamento funkcijoms vykdyti (iš dotacijos)";Y;N;23-MAR-17;23-MAR-17
1100010;"Skolų grąžinimas pagal mokėjimų atidėjimo sutartis (61 šalt.)";Y;N;23-JAN-20;23-JAN-20
1100011;"Teismo, antstolių, notarų paslaugoms ir skelbimams spaudoje apmokėti";Y;N;29-JAN-20;29-JAN-20
1100012;"Vilniaus miesto 2021-2030 metų strateginio plano parengimas";Y;N;25-FEB-20;25-FEB-20
1100013;"Savivaldybės įmonių ir įstaigų kontrolės vykdymas";Y;N;03-AUG-20;03-AUG-20
1100014;"Bylinėjimosi arbitraže išlaidų apmokėjimui (2019-01-23 sprendimas Nr. 1-1919)";Y;N;27-AUG-20;27-AUG-20
1100015;"Skolų grąžinimas pagal mokėjimų atidėjimo sutartis (skolintos lėšos)";Y;N;29-JAN-21;29-JAN-21
1100016;"Bylinėjimosi arbitraže išlaidų apmokėjimui (2022-02-02 sprendimas Nr. 1-1315)";Y;N;23-APR-21;02-MAR-22
1100020;"Humanitarinės pagalbos Ukrainai išlaidos";Y;N;09-MAR-22;09-MAR-22
1100100;"Vilniaus miesto 2010-2020 metų strateginio plano parengimas (ES)";Y;N;30-NOV-11;30-NOV-11
1100500;"Administracijos direktoriaus 2012-05-04 įsakymas Nr. 30-899, 3 p.";Y;N;07-MAY-12;07-MAY-12
1200001;"Korupcijai atsparios aplinkos kūrimas";Y;N;23-JUL-20;23-JUL-20
1300170;"Paskolų mokėjimas pagal grafiką (1.2.1)";Y;N;06-DEC-11;06-DEC-11
1300171;"Paskolų ir palūkanų mokėjimas pagal grafiką (tarpusavio atsiskaitymai)";Y;N;06-DEC-11;06-DEC-11
1300172;"Paskolų mokėjimas pagal grafiką (skolintos lėšos)";Y;N;31-OCT-13;31-OCT-13
1300173;"Paskolų  mokėjimas pagal grafiką (Lėšų likučiai iš SB lėšų )";Y;N;25-JUL-14;25-JUL-14
1300174;"Pagal taikos sutartį savivaldybės paskoloms grąžinti";Y;N;23-FEB-18;23-FEB-18
1300175;"Trumpalaikės 2020 m. paskolos grąžinimas (61 š.)";Y;N;28-JAN-21;23-APR-21
1300176;"Trumpalaikės 2020 m. paskolos grąžinimas (21 š.)";Y;N;23-APR-21;23-APR-21
1300177;"Trumpalaikės 2020 m. paskolos grąžinimas (01 š.)";Y;N;23-APR-21;23-APR-21
1300180;"Palūkanų mokėjimas pagal grafiką (1.2.2)";Y;N;06-DEC-11;06-DEC-11
1500001;"Vidinės informacinės infrastruktūros palaikymas";Y;N;06-DEC-11;27-DEC-19
1500002;"Vilniaus miesto savivaldybės administracijos tipinių veiklos procesų ir procedūrų visapusiškas tyrimas ir optimizavimas";Y;N;06-DEC-11;06-DEC-11
1500003;"Kompleksinis paslaugų teikimo „vieno langelio“ principu  tobulinimas";Y;N;06-DEC-11;06-DEC-11
1500004;"Finansų valdymo ir apskaitos sistemos plėtra ir palaikymas";Y;N;09-FEB-12;27-DEC-19
1500005;"Viešosios įstaigos „Startup Monthly Vilnius“  veiklos vykdymas (AD 2012-03-13 įsakymas Nr. 30-525)";Y;N;06-APR-12;06-APR-12
1500006;"Vilniaus miesto kartografinių duomenų bazių kūrimas ir palaikymas";Y;N;27-JAN-14;27-JAN-14
1500007;"Vilniaus teritorijų planavimo ir statybų duomenų banko kūrimas ir palaikymas GIS pagrindu";Y;N;27-JAN-14;27-JAN-14
1500008;"Geografinių informacinių sistemų palaikymas ir plėtra";Y;N;10-FEB-14;10-FEB-14
1500009;"Išlaidų, patirtų pritaikant informacines sistemas euro įvedimui, kompensacija";Y;N;30-DEC-14;30-DEC-14
1500010;"Finansų valdymo ir apskaitos sistema (iš SB likučių)";Y;N;02-FEB-15;02-FEB-15
1500011;"Vilniaus miesto kartografinių duomenų bazių kūrimas ir palaikymas (iš SB likučių)";Y;N;02-FEB-15;02-FEB-15
1500012;"Vilniaus teritorijų planavimo ir statybų duomenų banko kūrimas ir palaikymas GIS pagrindu (iš SB likučių)";Y;N;02-FEB-15;02-FEB-15
1500013;"Geografinių informacinių sistemų palaikymas ir plėtra (iš SB likučių)";Y;N;02-FEB-15;02-FEB-15
1500014;"Paslaugų ir asmenų aptarnavimo kokybės gerinimas";Y;N;21-FEB-17;21-FEB-17
1500015;"Paslaugų ir asmenų aptarnavimo kokybės gerinimas (Europos sąjungos dotacijos)";Y;N;07-NOV-18;07-NOV-18
1500016;"Savivaldybėms priskirtų geodezijos ir kartografijos darbų (savivaldybių erdvinių duomenų rinkinių tvarkymas) organizavimas ir vykdymas";Y;N;15-JAN-19;15-JAN-19
1500017;"Informacinių sistemų palaikymas ir plėtra";Y;N;09-FEB-22;09-FEB-22
1500018;"Inovacijų plėtra";Y;N;05-APR-22;05-APR-22
1500020;"Dokumentų valdymo sistemos plėtra ir palaikymas";Y;N;31-DEC-19;31-DEC-19
1500021;"Informacinių ir ryšių technologijų paslaugos";Y;N;31-DEC-19;31-DEC-19
1500022;"Informacinių sistemų saugumo priemonių plėtra ir palaikymas";Y;N;31-DEC-19;31-DEC-19
1500023;"Programinės įrangos kūrimas, palaikymas ir licencijos";Y;N;31-DEC-19;31-DEC-19
1500024;"Stacionari ir mobili kompiuterinė technika";Y;N;31-DEC-19;31-DEC-19
1500075;"Elektroninių paslaugų sistemos diegimas ir plėtra Vilniaus regione";Y;N;06-DEC-11;06-DEC-11
1500076;"Vilniaus miesto inovatyvių sprendimų ir tyrimų valdymas";Y;N;21-FEB-17;18-JAN-21
1500077;"Atvirų kūrybinių dirbtuvių ir piliečių mokslo iniciatyvų skatinimas";Y;N;21-FEB-17;21-FEB-17
1500078;"Inovacijų skatinimas";Y;N;22-FEB-18;18-JAN-21
1500080;"Elektroninio bilieto viešajame transporte ir keleivių informavimo sistemos sukūrimas";Y;N;15-FEB-16;15-FEB-16
1500084;"Švietimo paslaugų informacinės infrastruktūros plėtra ir palaikymas";Y;N;06-DEC-11;27-DEC-19
1500090;"Programinės įrangos, skirtos vietinės rinkliavos (už atliekų tvarkymą ir surinkimą) apskaitai ir administravimui, įsigijimas (SB)";Y;N;25-JUN-14;25-JUN-14
1500102;"Elektroninių priemonių skirtų gyventojams dalyvauti sprendimų priėmime sukūrimas ir įdiegimas (E. demokratija)";Y;N;05-DEC-11;05-DEC-11
1500201;"Elektroninių priemonių skirtų gyventojams dalyvauti sprendimų priėmime sukūrimas ir įdiegimas (E. demokratija)";Y;N;06-DEC-11;06-DEC-11
1500301;"Aplinkos apsaugos optimizavimas elektroninėmis priemonėmis";Y;N;06-DEC-11;06-DEC-11
1500302;"Finansų valdymo ir apskaitos sistema (Skolintos lėšos)";Y;N;27-JAN-14;27-JAN-14
1500401;"Elektroninio švietimo sistemos diegimas";Y;N;06-DEC-11;06-DEC-11
1500402;"Elektroninės sveikatos informacinė sistema";Y;N;06-DEC-11;06-DEC-11
1600001;"Nusikaltimų ir kitų teisės pažeidimų prevencinių priemonių įgyvendinimas";Y;N;01-FEB-12;01-FEB-12
1600002;"Vaizdo kamerų transliuojamo vaizdo stebėjimo užtikrinimas";Y;N;01-FEB-12;01-FEB-12
1600003;"Viešosios tvarkos užtikrinimas (AD 2012-05-18 įsakymas Nr. 30-969)";Y;N;29-MAY-12;29-MAY-12
1600004;"Projekto „Lietuvos šešėlio žemėlapis“ įgyvendinimas (AD 2012-12-20 įsakymas Nr. 30-2553)";Y;N;21-DEC-12;21-DEC-12
1600005;"Nusikaltimų ir kitų teisės pažeidimų prevencinių priemonių įgyvendinimas (iš SB likučių)";Y;N;31-OCT-13;31-OCT-13
1600006;"Dalyvavimas užtikrinant viešąją tvarką ir gyventojų rimtį";Y;N;27-JAN-14;27-JAN-14
1600007;"Galimų ekstremaliųjų situacijų padarinių likvidavimas (AARSP)";Y;N;27-JAN-14;27-JAN-14
1600008;"Galimų ekologinių situacijų, avarijų ir įvykių padarinių likvidavimas (iš AARSP likučių)";Y;N;09-FEB-15;09-FEB-15
1600009;"Gyvsidabrio atliekų išvežimas ir utilizavimas (iš AARSP likučių)";Y;N;09-FEB-15;09-FEB-15
1600010;"Civilinė sauga";Y;N;03-MAR-16;20-FEB-17
1600011;"Civilinės saugos reikalų ir paslaugų administravimas";Y;N;22-FEB-17;22-FEB-17
1600012;"Galimų ekologinių situacijų, avarijų ir įvykių padarinių šalinimas. Kitos aplinkosauginės priemonės";Y;N;22-FEB-17;22-FEB-17
1600013;"Neaiškios kilmės ir kitų pavojų žmonių gyvybei, sveikatai, turtui, aplinkai keliančių medžiagų surinkimas, paėmimas, išvežimas, identifikavimas, laikinas saugojimas ir utilizavimas";Y;N;22-FEB-17;22-FEB-17
1600014;"Viešosios tvarkos palaikymas ir teisės pažeidimų prevencija";Y;N;31-DEC-19;31-DEC-19
1600015;"Lietuvių kalbos prestižo stiprinimo programa";Y;N;18-FEB-20;18-FEB-20
1600016;"Lėšos, skirtos iš Administracijos direktoriaus rezervo";Y;N;16-MAR-20;16-MAR-20
1600017;"Ekstremalių situacijų likvidavimui skirtos lėšos";Y;N;16-MAR-20;16-MAR-20
1600018;"Paramos lėšos, skirtos apsaugos nuo viruso priemonėms įsigyti";Y;N;23-MAR-20;23-MAR-20
1600019;"Išlaidų, susijusių su valstybės lygio ekstremaliosios situacijos dėl koronaviruso (COVID-19) ligos likvidavimu ir jos padarinių šalinimu, padengimas (AD rezervo)";Y;N;26-AUG-20;26-AUG-20
1600020;"Išlaidų, susijusių su valstybės lygio ekstremaliosios situacijos dėl koronaviruso (COVID-19) ligos likvidavimu ir jos padarinių šalinimu,  padengimas (SB lėšų)";Y;N;26-AUG-20;26-AUG-20
1600021;"Asignavimai, skirti pasirengti galimai avarijai Astravo AE";Y;N;14-APR-21;14-APR-21
1600022;"Asignavimai, skirti Astravo AE branduolinei avarijai pasirengti";Y;N;11-JAN-22;11-JAN-22
1600023;"Pagalba laikinai gyvenantiems pabėgėliams savivaldybės teritorijoje";Y;N;23-MAR-22;23-MAR-22
1600024;"Finansinės humanitarinės pagalbos Ukrainai teikimo išlaidos";Y;N;26-MAY-22;26-MAY-22
1600101;"Nusikaltimų ir kitų teisės pažeidimų prevencinių priemonių įgyvendinimas (Privatizavimo fondas)";Y;N;09-FEB-15;09-FEB-15
1800001;"Bendrosios dotacijos kompensacija valstybės biudžetui";Y;N;06-DEC-11;06-DEC-11
1800002;"Administracijos direktoriaus rezervo sąmata";Y;N;06-DEC-11;06-DEC-11
1800003;"Kitoms savivaldybėms perduotos mokinio krepšelio lėšos";Y;N;06-DEC-11;06-DEC-11
1800004;"Nepaskirstytos paramos lėšos infrastruktūros plėtrai";Y;N;13-FEB-17;13-FEB-17
1800005;"Nepaskirstytos lėšos vadovaujančių darbuotojų minimaliems pareiginės algos koeficientams padidinti";Y;N;22-FEB-22;22-FEB-22
1B00004;"Civilinės būklės aktų registravimas";Y;Y;23-JUL-09;23-JUL-09
1B00005;"Valstybės garantijų nuomininkams, išsikeliantiems iš savininkams grąžintų gyvenamųjų namų ar jų dalių ir butų, vykdymas";Y;Y;23-JUL-09;23-JUL-09
1B00006;"Nuosavybės teisių atkūrimo sprendimų priėmimas";Y;Y;23-JUL-09;23-JUL-09
1B00007;"Gyventojų gyvenamosios vietos deklaravimo duomenų ir gyvenamosios vietos neturinčių asmenų apskaitos duomenų tvarkymas";Y;Y;23-JUL-09;23-JUL-09
1B00008;"Valstybinės kalbos priežiūra";Y;Y;23-JUL-09;23-JUL-09
1B00009;"Valstybės archyvų irregistrų išlaikymas bei saugojimas";Y;Y;23-JUL-09;23-JUL-09
1B00010;"Savivaldos institucijos (Tarybos sekretoriatas)";Y;Y;23-JUL-09;23-JUL-09
1B00011;"Karo prievolės ir mobilizacijos administravimas savivaldybėse";Y;Y;23-JUL-09;23-JUL-09
1B00014;"Bendri darbo reikalai, darbo politikos formavimas ir įgyvendinimas (Viešieji darbai)";Y;Y;23-JUL-09;23-JUL-09
1B00016;"Centrinės institucijos išlaikymas. Kompensacijų administravimas (Miesto ūkio departamentas)";Y;Y;23-JUL-09;23-JUL-09
1B00017;"Pirminė teisinė pagalba";Y;Y;23-JUL-09;23-JUL-09
1B00018;"Kitos bendros valstybės paslaugos (Administracijos direktoriaus rezervas)";Y;Y;23-JUL-09;23-JUL-09
1B00019;"Administracijos direktoriaus rezervas";Y;Y;23-JUL-09;23-JUL-09
1B00020;"LR finansų ministerijos 200 -  -   tarpusavio atsiskaitymai Nr.       kompensacijoms už išperkamą nekilnojamąjį turtą religinėms bendrijoms išmokėti (vykdant LRV 200 -  -   nutarimą Nr.    )";Y;Y;23-JUL-09;23-JUL-09
1B00021;"LR finansų ministerijos 200 -  -   tarpusavio atsiskaitymai Nr.       valstybės garantijoms nuomininkams, gyvenantiems savininkams grąžintinuose gyvenamuose namuose, jų dalyse, butuose, vykdyti (vykdant LRV 200 -  -   nutarimą Nr.    )";Y;Y;23-JUL-09;23-JUL-09
1B00022;"Valstybės archyvų ir registrų išlaikymas bei saugojimas (LR gyventojų registro įstatymu priskirto LR gyventojų registro tvarkymas ir duomenų teikimas valstybės registrui)";Y;Y;23-JUL-09;23-JUL-09
1B00025;"Centrinės institucijos išlaikymas (Žemės ūkio klausimų koordinavimas)";Y;Y;23-JUL-09;23-JUL-09
1B00026;"LR finansų ministerijos 200 -  -   tarpusavio atsiskaitymai Nr.      savininkams už išperkamus gyvenamuosius namus, jų dalis, butus atlyginti (vykdant LRV 200 -  -   nutarimas Nr.    )";Y;Y;23-JUL-09;23-JUL-09
1B00027;"Karo prievolės ir mobilizacijos administravimas savivaldybėse (mobilizacija)";Y;Y;23-JUL-09;23-JUL-09
1B00028;"Civilinės gynybos reikalų ir paslaugų administravimas";Y;Y;23-JUL-09;23-JUL-09
1B00030;"Duomenų apie suteiktą valstybės pagalbą teikimas suteiktos valstybės pagalbos registrui (Turto valdymo ir verslo paslaugų departamentas)";Y;Y;23-JUL-09;15-OCT-09
1B00032;"Savivaldybei priskirtos valstybinės žemės ir kito valstybės turto valdymas, naudojimas ir disponavimas juo patikėjimo teise (Turto valdymo ir verslo paslaugų departamentas)";Y;Y;23-JUL-09;16-OCT-09
1B00035;"Žmogaus teisių apsauga (Vaiko teisių apsaugos skyrius) VDF";Y;Y;23-JUL-09;16-OCT-09
1B00039;"Socialinių pašalpų ir išmokų administravimas (Socialinių reikalų departamentas)";Y;Y;23-JUL-09;23-JUL-09
1B00040;"Žmogaus teisių apsauga  (Švietimo departamentas)";Y;Y;23-JUL-09;16-OCT-09
1B00046;"Kitos aplinkos teršimo mažinimo priemonės (VDF)";Y;Y;23-JUL-09;23-JUL-09
1B00048;"Kitos aplinkos teršimo mažinimo priemonės (AR)";Y;Y;23-JUL-09;23-JUL-09
1B00052;"LR finansų ministerijos tarpusavio atsiskaitymai";Y;Y;23-JUL-09;23-JUL-09
1B00053;"Centrinės institucijos išlaikymas. Socialinės globos teikimo asmenims su sunkia negalia paslaugos administravimas (Socialinių reikalų ir sveikatos departamentas)";Y;Y;23-JUL-09;16-OCT-09
1B00054;;Y;Y;28-JUL-09;17-JUN-20
1B00055;"Bendri darbo reikalai, darbo politikos formavimas ir įgyvendinimas (Viešųjų darbų administravimas)";Y;Y;23-JUL-09;23-JUL-09
1B00057;"Centrinės institucijos išlaikymas. Socialinės paramos mokiniams administravimas (Kultūros ir ugdymo departamentas)";Y;Y;23-JUL-09;23-JUL-09
1B00061;"LR finansų ministerijos tarpusavio atsiskaitymai";Y;Y;23-JUL-09;23-JUL-09
1B00063;"Savivaldos institucijos (Mero fondas)";Y;Y;23-JUL-09;23-JUL-09
1B00064;"Finansų valdymo ir apskaitos sistema";Y;Y;30-SEP-09;30-SEP-09
1B00065;"Bendruomenių kalėdinių ir naujametinių renginių organizavimas seniūnijose (AD 2009-12-14 įsakymas Nr. 30-2172)";Y;Y;16-DEC-09;16-DEC-09
1B10020;"Lazdynų turgavietės eksploatavimas";Y;Y;22-OCT-09;22-OCT-09
1B10503;"Elektroninio bilieto viešajame transporte ir keleivių informavimo sistemos sukūrimas";Y;Y;23-JUL-09;23-JUL-09
1B10504;"Elektroninio švietimo sistemos diegimas";Y;Y;23-JUL-09;23-JUL-09
1B10506;"Finansų valdymo ir apskaitos sistema";Y;Y;23-JUL-09;23-JUL-09
1B10521;"Savivaldybės turto privatizavimo funkcijų vykdymas (Turto valdymo ir verslo paslaugų departamentas)";Y;Y;23-JUL-09;16-OCT-09
1B10529;"Bendruomenės centrų steigimas Vilniaus miesto savivaldybės administracijos seniūnijose (Verkių seniūnija)";Y;Y;23-JUL-09;23-JUL-09
1B10546;"Finansų valdymo ir apskaitos sistema";Y;Y;23-JUL-09;23-JUL-09
1B10547;"Finansų valdymo ir apskaitos sistema";Y;Y;29-SEP-09;29-SEP-09
1B10601;"Elektroninio bilieto viešajame transporte ir keleivių informavimo sistemos sukūrimas";Y;Y;29-SEP-09;29-SEP-09
2000000;"Finansų departamento sąmatos";Y;Y;20-NOV-07;14-MAR-08
2000001;"Būsto pritaikymas neįgaliesiems (liftai)";Y;N;30-NOV-11;30-NOV-11
2000002;"Pasirengimas būsto atnaujinimo ir modernizavimo įgyvendinimui (savivaldybės biudžetas)";Y;N;30-NOV-11;30-NOV-11
2000003;"Būsto atnaujinimo ir modernizavimo projektų įgyvendinimo finansavimas (savivaldybės biudžetas)";Y;N;30-NOV-11;30-NOV-11
2000004;"Pastatų konstrukcijų ir inžinerinių tinklų priežiūra";Y;N;30-NOV-11;30-NOV-11
2000005;"Bendrabučių inžinerinės infrastruktūros (pastatų inžinerinių tinklų bei statybinių konstrukcijų) priežiūra";Y;N;01-DEC-11;01-DEC-11
2000006;"Bendrabučių inžinerinės infrastruktūros (pastatų inžinerinių tinklų bei statybinių konstrukcijų) priežiūra (Skolintos lėšos-skoloms mokėti)";Y;N;01-DEC-11;01-DEC-11
2000007;"Nekilnojamojo turto inventorizacija, registracija ir įvertinimas";Y;N;01-DEC-11;01-DEC-11
2000008;"Nekilnojamojo turto inventorizacija, registracija ir įvertinimas (Skolintos lėšos-skoloms mokėti)";Y;N;01-DEC-11;01-DEC-11
2000009;"Atstatomieji darbai ir avarijų likvidavimas elektros, šilumos, vandentiekio ir nuotekų namų vidaus tinkluose";Y;N;01-DEC-11;01-DEC-11
2000010;Nenaudojama;Y;N;20-NOV-07;01-DEC-11
2000011;"Statinių, kurių savininkai nenustatyti, avarinės būklės likvidavimui.";Y;N;01-DEC-11;01-DEC-11
2000012;"Statinių, kurių savininkai nenustatyti, avarinės būklės likvidavimui (Skolintos lėšos-skoloms mokėti)";Y;N;01-DEC-11;01-DEC-11
2000013;"Inžinerinių tinklų (vandentiekio, nuotekų ir elektros) prie gyvenamųjų namų atnaujinimas";Y;N;01-DEC-11;01-DEC-11
