Reikðmë	Iðversta reikðmë	Apraðas	Ájungtas	Nuo	Iki	[  ]	
4010018	4010018	Administracijos direktoriaus 2010-04-20 d. ásakymas Nr. 30-831 „Dël lëðø skyrimo ið administracijos direktoriaus rezervo“	*			.....	
4010019	4010019	Administracijos direktoriaus 2010-05-07 d. ásakymas Nr. 30-1050 „Dël lëðø skyrimo ið administracijos direktoriaus rezervo“ (punktai 2.5-2.8)	*			.....	
4010020	4010020	Administracijos direktoriaus 2010-05-07 d. ásakymas Nr. 30-1050 „Dël lëðø skyrimo ið administracijos direktoriaus rezervo“ (punktas 2.9)	*			.....	
4010021	4010021	2010-06-08 ásakymas Nr.30-1354 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (punktas 2.1)	*			.....	
4010022	4010022	2010-06-18 ásakymas Nr.30-1445 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (punktas 2.1)	*			.....	
4010023	4010023	Administracijos direktoriaus 2010-07-22 ásakymas Nr. 30-1571 „Dël lëðø skyrimo ið administracijos direktoriaus rezervo“ (p. 2.1 - 2.4)	*			.....	
4010024	4010024	2010-09-21 ásakymas Nr. 30-1760 „Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ p.2.1.,2.7., 2.9.	*			.....	
4010025	4010025	2010-10-07 ásakymas Nr. 30-1866„Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ p.2.2.	*			.....	
4010026	4010026	2010-11-30 ásakymas Nr.30-2086 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.2.	*			.....	
4010027	4010027	2010-12-17 ásakymas Nr.30-2218 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.2.	*			.....	
4010028	4010028	2010-12-   ásakymas Nr.30-              ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.2.	*			.....	
4010029	4010029	2010-12-29 ásakymas Nr.30- 2247 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4010030	4010030	2011-03-31 ásakymas Nr.30-508 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4010031	4010031	2011-04-11 ásakymas Nr.30-562 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.	*			.....	
4010032	4010032	2011-04-21 ásakymas Nr.30-648 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4010033	4010033	2011-06-30 ásakymas Nr.30-891 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4010034	4010034	2011-07-28 ásakymas Nr.30-1075 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010035	4010035	2011-09-05 ásakymas Nr.30-1278 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4010036	4010036	2011-09-08 ásakymas Nr.30-1291 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.	*			.....	
4010037	4010037	2011-10-25 ásakymas Nr.30-1518 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.1.-1.2.3.	*			.....	
4010038	4010038	2011-12-06 ásakymas Nr.30-1745 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.	*			.....	
4010039	4010039	2011-12-20 ásakymas Nr.30-1860 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.1.-1.2.5.	*			.....	
4010040	4010040	2011-12-21 ásakymas Nr.30-1869 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010041	4010041	2011-12-28 ásakymas Nr.30-1901 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010042	4010042	2012-03-13 ásakymas Nr.30-525 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010043	4010043	2012-03-27 ásakymas Nr.30-598 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010044	4010044	2012-04-20 ásakymas Nr.30-750 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010045	4010045	2012-05-04 ásakymas Nr.30-899 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010046	4010046	2012-05-18 ásakymas Nr.30-969 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010047	4010047	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010048	4010048	2012-06-28 ásakymas Nr.30-1325 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010049	4010049	2012-07-24 ásakymas Nr.30-1527 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010050	4010050	2012-09-25 ásakymas Nr.30-1839 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010051	4010051	2012-09-27 ásakymas Nr.30-1851 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 3.	*			.....	
4010052	4010052	2012-10-24 ásakymas Nr.30-2045 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010053	4010053	2012-11-15 ásakymas Nr.30-2247 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010054	4010054	2012-11-21 ásakymas Nr.30-2321 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.1., 2.2., 2.3.	*			.....	
4010055	4010055	2012-12-20 ásakymas Nr.30-2553 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.	*			.....	
4010056	4010056	2012-12-21 ásakymas Nr.30-2581 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.	*			.....	
4013000	4013000	2011-10-25 ásakymas Nr.30-1518 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.1.	*			.....	
4013001	4013001	2011-11-16 ásakymas Nr.30-1636 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.1.	*			.....	
4013002	4013002	2011-11-16 ásakymas Nr.30-1636 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.2.	*			.....	
4013003	4013003	2011-11-16 ásakymas Nr.30-1636 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.2.	*			.....	
4013004	4013004	2011-12-06 ásakymas Nr.30-1745 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.2.	*			.....	
4013005	4013005	2011-12-06 ásakymas Nr.30-1745 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.1.	*			.....	
4013006	4013006	2011-12-06 ásakymas Nr.30-1745 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.3.	*			.....	
4013007	4013007	2011-12-20 ásakymas Nr.30-1860 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.1.,1.3.3.,1.3.4.,1.3.7.	*			.....	
4013008	4013008	2011-12-20 ásakymas Nr.30-1860 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.2.	*			.....	
4013009	4013009	2011-12-20 ásakymas Nr.30-1860 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.5.	*			.....	
4013010	4013010	2011-12-20 ásakymas Nr.30-1860 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.3.6.,1.3.8.	*			.....	
4013011	4013011	2011-12-21 ásakymas Nr.30-1869 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013012	4013012	2011-12-21 ásakymas Nr.30-1869 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013013	4013013	2011-12-23 ásakymas Nr.30-1883 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.1.	*			.....	
4013014	4013014	2011-12-23 ásakymas Nr.30-1883 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.2.	*			.....	
4013015	4013015	2011-12-28 ásakymas Nr.30-1901 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013016	4013016	2011-12-28 ásakymas Nr.30-1901 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.-1.1.4.	*			.....	
4013017	4013017	2012-03-13 ásakymas Nr.30-525 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4013018	4013018	2012-03-27 ásakymas Nr.30-598 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4013019	4013019	2012-03-27 ásakymas Nr.30-598 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3.	*			.....	
4013020	4013020	2012-04-20 ásakymas Nr.30-750 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.,1.1.2. ir 1.1.4.	*			.....	
4013021	4013021	2012-04-20 ásakymas Nr.30-750 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3.	*			.....	
4013022	4013022	2012-05-04 ásakymas Nr.30-899 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013023	4013023	2012-05-04 ásakymas Nr.30-899 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013024	4013024	2012-05-18 ásakymas Nr.30-969 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.	*			.....	
4013025	4013025	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3.	*			.....	
4013026	4013026	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013027	4013027	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013028	4013028	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013029	4013029	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013030	4013030	2012-06-07 ásakymas Nr.30-1126 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013031	4013031	2012-06-15 ásakymas Nr.30-1212 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama)	*			.....	
4013032	4013032	2012-06-28 ásakymas Nr.30-1325 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013033	4013033	2012-06-28 ásakymas Nr.30-1325 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2. ir 1.1.4.	*			.....	
4013034	4013034	2012-06-28 ásakymas Nr.30-1325 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3. ir 1.1.6.	*			.....	
4013035	4013035	2012-06-28 ásakymas Nr.30-1325 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.5.	*			.....	
4013036	4013036	2012-07-16 ásakymas Nr.30-1475 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013037	4013037	2012-07-16 ásakymas Nr.30-1475 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.	*			.....	
4013038	4013038	2012-07-24 ásakymas Nr.30-1527 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.1.	*			.....	
4013039	4013039	2012-07-24 ásakymas Nr.30-1527 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.2.	*			.....	
4013040	4013040	2012-09-25 ásakymas Nr.30-1839 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1. ir 1.1.3.	*			.....	
4013041	4013041	2012-09-25 ásakymas Nr.30-1839 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.5.	*			.....	
4013042	4013042	2012-09-25 ásakymas Nr.30-1839 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.7.	*			.....	
4013043	4013043	2012-09-25 ásakymas Nr.30-1839 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2. ir 1.1.6.	*			.....	
4013044	4013044	2012-09-27 ásakymas Nr.30-1851 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 2.	*			.....	
4013045	4013045	2012-09-28 ásakymas Nr.30-1909 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama)	*			.....	
4013046	4013046	2012-10-24 ásakymas Nr.30-2045 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1., 1.1.2.	*			.....	
4013047	4013047	2012-10-24 ásakymas Nr.30-2045 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3.	*			.....	
4013048	4013048	2012-10-24 ásakymas Nr.30-2045 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.4., 1.1.5.	*			.....	
4013049	4013049	2012-11-15 ásakymas Nr.30-2247 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013050	4013050	2012-11-15 ásakymas Nr.30-2247 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2., 1.1.3.	*			.....	
4013051	4013051	2012-12-07 ásakymas Nr.30-2413 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.	*			.....	
4013052	4013052	2012-12-20 ásakymas Nr.30-2553 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.3.;1.1.5.	*			.....	
4013053	4013053	2012-12-20 ásakymas Nr.30-2553 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.1.	*			.....	
4013054	4013054	2012-12-20 ásakymas Nr.30-2553 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.2.,1.1.6	*			.....	
4013055	4013055	2012-12-20 ásakymas Nr.30-2553 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.1.4.	*			.....	
4013056	4013056	2012-12-21 ásakymas Nr.30-2566 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama) p. 1.2.	*			.....	
4013057	4013057	2012-12-21 ásakymas Nr.30-2582 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama)	*			.....	
4013058	4013058	2012-12-28  ásakymas Nr.30-2586 ,,Dël lëðø skyrimo ið Administracijos direktoriaus rezervo“ (parama)	*			.....	
4018000	4018000	Seniûnijø sporto renginiai	*			.....	
4018001	4018001	Konkursas „Sveikuoliø sveikuoliai“	*			.....	
4018002	4018002	Seniûnijø sporto þaidynës (VB)	*			.....	
4018003	4018003	Sporto stovyklø organizavimas sporto mokyklose (BIBA)	*			.....	
4018098	4018098	Ikimokyklinio ugdymo ástaigos Santariðkiø g., Vilniuje, statybos projektavimas (SB)	*			.....	
4018099	4018099	Ikimokyklinio ugdymo ástaigos Santariðkiø g., Vilniuje, statybos projektavimas (Savivaldybës privatizavimo fondas)	*			.....	
4018100	4018100	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas pagrindinëse mokyklose (Privatizavimo fondas)	*			.....	
4018101	4018101	Langø, stogø, sanmazgø remonto atlikimas ugdymo ástaigose (Privatizavimo fondas)	*			.....	
4018102	4018102	Remonto atlikimas ugdymo ástaigose	*			.....	
4018103	4018103	Remonto atlikimas vidurinio ugdymo ástaigose (Paramos lëðos)	*			.....	
4018104	4018104	Bendrojo lavinimo Infrastruktûros plëtros projektø rengimas (paramos lëðos)	*			.....	
4018105	4018105	Vilniaus Þirmûnø gimnazijos pastato Vilniuje, Þirmûnø g. 37, rekonstravimas (paramos lëðos)	*			.....	
4018106	4018106	Bendrojo lavinimo ástaigø techniniø projektø parengimas (paramos lëðos)	*			.....	
4018107	4018107	Vilniaus lopðelio-darþelio „Kaðtonas“ remontas, árengiant 3 grupes (paramos lëðos)	*			.....	
4018108	4018108	Vilniaus Uþupio gimnazijos aktø salës remontas (paramos lëðos)	*			.....	
4018109	4018109	Vilniaus Karoliniðkiø muzikos mokyklos pastato apðiltinimas (paramos lëðos)	*			.....	
4018110	4018110	Vilniaus Gabrielës Petkevièaitës-Bitës suaugusiøjø mokymo centro pastato, Þirmûnø g. 32, pertvarkymas á lopðelá-darþelá (paramos lëðos)	*			.....	
4018111	4018111	Vilniaus Karaliaus Mindaugo pagrindinës mokyklos, Mindaugo g. 9, gerbûvio tvarkymo darbai (paramos lëðos)	*			.....	
4018112	4018112	Infrastruktûros plëtros projektø rengimas mokykloms, priskiriamoms pagrindinës mokyklos tipui (paramos lëðos)	*			.....	
4018113	4018113	Langø, stogø, sanmazgø remonto atlikimas ugdymo ástaigose (SB)	*			.....	
4018114	4018114	Bendrojo lavinimo ástaigø infrastruktûros plëtros projektø rengimas (SB)	*			.....	
4018115	4018115	Ikimokyklinio ugdymo ástaigø infrastruktûros plëtros projektø rengimas (Paramos lëðos)	*			.....	
4018116	4018116	Pradinio ugdymo ástaigø infrastruktûros plëtros projektø rengimas (Paramos lëðos)	*			.....	
4018125	4018125	Vilniaus Naujininkø mokykla Vilnius, Ðaltkalviø g. 32 (STD)	*			.....	
4018130	4018130	Vilniaus Uþupio gimnazija, Vilnius, Kriviø g. 10 (STD)	*			.....	
4018135	4018135	Vilniaus "Ateities" vidurinë mokykla, Vilnius, S.Stanevièiaus g. 98(STD)	*			.....	
4018140	4018140	Vilniaus "Atþalyno" mokykla-darþelis, Vilnius, Geniø g. 25(STD)	*			.....	
4018145	4018145	Vilniaus "Santaros" vidurinë mokykla, Vilnius, A.Juozapavièiaus g. 12 (STD)	*			.....	
4018150	4018150	Vilniaus Pavilnio pagrindinë mokykla, Vilnius, J. Kolaso g. 18 (STD)	*			.....	
4018155	4018155	Vilniaus Naujamiesèio vidurinë mokykla, Vilnius, T.Ðevèenkos g. 17 (STD)	*			.....	
4018160	4018160	Vilniaus Prano Maðioto pradinë mokykla, Vilnius, Þirmûnø g. 53 (STD)	*			.....	
4018165	4018165	Vilniaus Liepkalnio pagrindinë mokykla, Vilnius,Liepkalnio g. 18 (STD)	*			.....	
4018170	4018170	Simono Daukanto gimnazija, Vilnius, J.Jasinskio g.11 (STD)	*			.....	
4018175	4018175	Ugdymo ástaigø "Langø-stogø-sanmazgø keitimo programa" (pradinës) (privatizavimo fondas)	*			.....	
4018177	4018177	Bendrojo lavinimo ástaigø techniniø projektø parengimas (pagrindinës) (PF lëðos)	*			.....	
4018500	4018500	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas (SB)	*			.....	
4018501	4018501	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas (Paramos lëðos)	*			.....	
4018502	4018502	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas (Paramos lëðos)	*			.....	
4018505	4018505	Vilniaus Gabrielës Petkevièaitës-Bitës suaugusiøjø mokymo centro pastato, Vitebsko  g. 21, renovacija (ES)	*			.....	
4018510	4018510	Vilniaus lopðelio-darþelio „Àþuolas“, Þirmûnø g. 32, ugdymo aplinkos modernizavimas (ES)	*			.....	
4018514	4018514	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas pagrindinëse mokyklose (SB)	*			.....	
4018515	4018515	Vilniaus miesto ðvietimo ástaigø remonto darbai ir árangos ásigijimas (ikimokyklinës ástaigos) (skolintos lëðos)	*			.....	
4018520	4018520	Vilniaus lopðelio-darþelio „Daigelis“, Dariaus ir Girëno g. 14, ugdymo aplinkos modernizavimas (ES)	*			.....	
4018525	4018525	Vilniaus darþelio-mokyklos „Ramunëlë“ pastato atnaujinimas (modernizavimas), sumaþinant energijos suvartojimo sànaudas (skolintos lëðos)	*			.....	
4018530	4018530	Bendrojo lavinimo ástaigø techniniø projektø parengimas (Savivaldybës privatizavimo fondas)	*			.....	
4018535	4018535	Vilniaus lopðelio-darþelio „Bitutë“ pastato atnaujinimas (modernizavimas), sumaþinant energijos suvartojimo sànaudas	*			.....	
4018540	4018540	Vilniaus Jono Pauliaus II gimnazijos pastato Vilniuje, Druskio g. 11, stogo remontas (Savivaldybës privatizavimo fondas)	*			.....	
4018545	4018545	Vilniaus lopðelio-darþelio „Àþuolas“, Þirmûnø g. 32, ugdymo aplinkos modernizavimas (skolintos lëðos)	*			.....	
4018550	4018550	Vilniaus lopðelio-darþelio "Geniukø kalvë“ remontas (Paramos lëðos)	*			.....	
4018555	4018555	Vilniaus lopðelio-darþelio „Daigelis“, Dariaus ir Girëno g. 14, ugdymo aplinkos modernizavimas	*			.....	
4018560	4018560	Ikimokyklinio ugdymo ástaigø skolø dengimas (savarankiðkos ástaigos)	*			.....	
4018561	4018561	Ikimokyklinio ugdymo ástaigø skolø dengimas	*			.....	
4019000	4019000	Vilniaus Naujininkø vidurinës mokyklos pastato Vilniuje, Ðaltkalviø g. 32, rekonstravimas	*			.....	
4019001	4019001	Vilniaus Taikos progimnazijos pastato Vilniuje,     Taikos g. 157, rekonstravimas	*			.....	
4019002	4019002	Vilniaus Þygimanto Augusto pagrindinës mokyklos pastato Vilniuje, Ðeðkinës g. 25, rekonstravimas (VB)	*			.....	
4019003	4019003	Vilniaus Laisvës gimnazijos pastato atnaujinimas (modernizavimas), sumaþinant energijos suvartojimo sànaudas	*			.....	
4019004	4019004	Vilniaus Aleksandro Puðkino vidurinës mokyklos pastato atnaujinimas (modernizavimas), sumaþinant energijos suvartojimo sànaudas (VB)	*			.....	
4019005	4019005	Vilniaus Senvagës gimnazijos pastato, Ðirvintø g. 80, rekonstravimas (VB)	*			.....	
4019006	4019006	Vilniaus „Juventos“ gimnazijos pastato, Kapsø g. 4, rekonstravimas (VB)	*			.....	
4019007	4019007	Vilniaus Levo Karsavino vidurinës mokyklos pastato Vilniuje, Justiniðkiø g. 43, rekonstrukcija (VB)	*			.....	
4019008	4019008	Vilniaus „Saulëtekio“ vidurinës mokyklos pastato, Kaminkelio g. 10, rekonstravimas (VB)	*			.....	
4019009	4019009	Misionieriø  vienuolyno pastatø ansamblio pritaikymas Vilniaus Vytës Nemunëlio pradinei mokyklai (VB)	*			.....	
4019010	4019010	Vilniaus Aleksandro Puðkino vidurinës mokyklos pastato Vilniuje, Gabijos g. 8, modernizavimas (skolintos lëðos)	*			.....	
4020000	4020000	Medicinos personalo iðlaikymas pradinio mokymo ástaigose (pavedimø lëðos)	*			.....	
4020001	4020001	Medicinos personalo iðlaikymas bendrojo lavinimo ástaigose (pavedimø lëðos)	*			.....	
4020002	4020002	Medicinos personalo iðlaikymas kitø steigëjø mokyklose (pavedimø lëðos)	*			.....	
4020003	4020003	Medicinos personalo iðlaikymas vidurinio lavinimo mokyklose (BÁBA PSDF lëðos)	*			.....	
4020004	4020004	Medicinos personalo iðlaikymas pagrindinio lavinimo ástaigose	*			.....	
4020009	4020009	Ðvietimo ástaigø kapitalinis remontas (Pavedimø lëðos)	*			.....	
4020010	4020010	Ugdymo projektø finansavimas	*			.....	
4020011	4020011	Vilniaus Mykolo Birþiðkos gimnazijos pastato vidaus patalpø ir gamtos mokslø laboratorijø modernizavimas	*			.....	
4020012	4020012	Vilniaus Þirmûnø gimnazijos    gamtos mokslø laboratorijø modernizavimas	*			.....	
4020013	4020013	Vilniaus Jono Basanavièiaus gimnazijos pastato Vilniuje, S.Konarskio g. 35, vidaus patalpø modernizavimas( sanitariniø mazgø atnaujinimas)	*			.....	
4020014	4020014	Vilniaus Gabijos gimnazijos Vilniuje, Paðilaièiø g. 13, vidaus patalpø modernizavimas	*			.....	
4020015	4020015	Vilniaus Uþupio gimnazijos Vilniuje, Kriviø g. 10, gamtos mokslø laboratorijø modernizavimas	*			.....	
4020016	4020016	Vilniaus ðv.Kristoforo gimnazijos Vilniuje, Kazliðkiø g. 4, gamtos mokslø laboratorijø modernizavimas	*			.....	
4020017	4020017	Vilniaus "Spindulio" pagrindinës mokyklos Vilniuje, R.Jankausko g. 17, vidaus patalpø modernizavimas	*			.....	
4020018	4020018	Vilniaus "Àþuolyno" pagrindinës mokyklos Vilniuje, Architektø g. 68, vidaus patalpø modernizavimas	*			.....	
4020019	4020019	Vilniaus ðv.Kristoforo pagrindinës mokyklos Vilniuje, R.Jankausko g. 17, modernizavimas	*			.....	
4020020	4020020	ÐMM Ðvietimo aprûpinimo centro 2011-05-18 sutartis Nr. F3-10-(04) „Dël lëðø naudojimo“ (vadovëliai)	*			.....	
4020021	4020021	ÐMM Ðvietimo aprûpinimo centro 2011-05-18 sutartis Nr. F3-10-(04) „Dël lëðø naudojimo“ (vadovëliai)	*			.....	
4020022	4020022	ÐMM Ðvietimo aprûpinimo centro 2011-05-18 sutartis Nr. F3-10-04) „Dël lëðø naudojimo“ (vadovëliai)	*			.....	
4020023	4020023	ÐMM Ðvietimo aprûpinimo centro sutartis 2011-05-18 Nr.F3-10-0(04) "Dël lëðø naudojimo" (vadovëliams)	*			.....	
4020024	4020024	Ikimokyklinio amþiaus mokiniams ugdyti (BÁBOS ástaigose) pagal ÐMM sutartá	*			.....	
4020025	4020025	Ikimokyklinio amþiaus mokiniams ugdyti (privaèiose ástaigose) pagal ÐMM sutartá	*			.....	
4020026	4020026	Mokinio krepðelio finansavimas pradiniam mokymui (savarankiðkose ástaigose) pagal ÐMM sutartá	*			.....	
4020027	4020027	Mokinio krepðelio finansavimas pradiniam mokymui (BÁBOS ástaigose) pagal ÐMM sutartá	*			.....	
4020028	4020028	Mokinio krepðelio finansavimas pradiniam mokymui (privaèiose ástaigose) pagal ÐMM sutartá	*			.....	
4020029	4020029	Nevalstybinës ástaigos Moksleivio krepðelio finansavimas Vilniaus m. bendrojo lavinimo ástaigose pagal ÐMM sutartá	*			.....	
4020030	4020030	Centralizuotos priemonës  pagal ÐMM sutartá	*			.....	
4020031	4020031	Ikimokyklinio amþiaus mokiniams ugdyti (savarankiðkose ástaigose) pagal ÐMM sutartá	*			.....	
